pl_name,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff
KOI-984 c,Transit Timing Variations,2022,21.512,14.1,209.8,597.0,5295.0
KPS-1 b,Transit,2018,1.706291,11.54527,346.4347,1459.0,5165.0
Kapteyn c,Radial Velocity,2014,121.54,2.54,7.0,,3550.0
Kepler-10 b,Transit,2011,0.8374907,1.47,3.24,2188.0,5708.0
Kepler-10 c,Transit,2011,45.294301,2.355,11.29,579.0,5708.0
Kepler-10 d,Radial Velocity,2023,151.06,3.49,12.0,387.0,5708.0
Kepler-100 b,Transit,2014,6.88734,1.34,4.01,1155.0,5837.0
Kepler-100 c,Transit,2014,12.8159,2.2,7.05,939.0,5825.0
Kepler-100 d,Transit,2014,35.3331,1.61,3.0,670.0,5825.0
Kepler-100 e,Radial Velocity,2023,60.888588,5.27,24.14271827,,5884.0
Kepler-1000 b,Transit,2016,120.0181272,4.76,20.3,473.0,6453.0
Kepler-1001 b,Transit,2016,14.30511983,3.15,10.1,693.0,5491.0
Kepler-1001 c,Transit,2020,9.18186,1.57799279,3.11,804.0,5376.0
Kepler-1002 b,Transit,2016,4.336429331,1.71,3.57,1453.0,6144.0
Kepler-1003 b,Transit,2016,3.554856915,1.78,3.82,1157.0,6109.0
Kepler-1004 b,Transit,2016,5.28789787,6.28,32.5,1661.0,4972.0
Kepler-1005 b,Transit,2016,6.49801525,1.5,2.86,1026.0,5782.0
Kepler-1006 b,Transit,2016,19.76172042,1.54,2.99,791.0,5328.0
Kepler-1007 b,Transit,2016,5.185002073,1.44,2.67,652.0,4587.0
Kepler-1008 b,Transit,2016,12.43931193,1.28,2.18,627.0,5066.0
Kepler-1009 b,Transit,2016,11.35011917,2.17,5.35,403.0,4027.0
Kepler-101 b,Transit,2014,3.4876812,5.77,51.1,1513.0,5667.0
Kepler-101 c,Transit,2014,6.02976,1.25,3.78,1413.0,5667.0
Kepler-1010 b,Transit,2016,34.2685705,2.32,5.99,477.0,5253.0
Kepler-1011 b,Transit,2016,5.753221974,2.87,8.6,920.0,5416.0
Kepler-1012 b,Transit,2016,5.50860439,1.29,2.21,934.0,5556.0
Kepler-1013 b,Transit,2016,18.93054959,2.15,5.27,766.0,4954.0
Kepler-1014 b,Transit,2016,16.57110363,2.39,6.3,614.0,5388.0
Kepler-1015 b,Transit,2016,16.00494214,3.55,12.3,1040.0,6769.0
Kepler-1016 b,Transit,2016,1.954524342,2.18,5.39,1540.0,5821.0
Kepler-1016 c,Transit,2016,105.6551369,3.68,13.1,407.0,5821.0
Kepler-1017 b,Transit,2016,7.23400469,1.99,4.62,831.0,5473.0
Kepler-1018 b,Transit,2016,49.1013514,2.58,7.18,498.0,5518.0
Kepler-1019 b,Transit,2016,1.411229847,1.46,2.73,1164.0,4433.0
Kepler-102 b,Transit,2014,5.286965,0.46,1.1,857.0,4909.0
Kepler-102 c,Transit,2014,7.071392,0.567,1.7,777.0,4909.0
Kepler-102 d,Transit,2014,10.311767,1.154,3.0,686.0,4909.0
Kepler-102 e,Transit,2013,16.1456994,2.17,4.7,590.0,4909.0
Kepler-102 f,Transit,2014,27.453592,0.861,4.3,495.0,4909.0
Kepler-1020 b,Transit,2016,96.9151496,2.28,5.82,325.0,5227.0
Kepler-1021 b,Transit,2016,13.47469571,2.33,6.04,634.0,5431.0
Kepler-1022 b,Transit,2016,10.99469878,2.36,6.17,512.0,4445.0
Kepler-1023 b,Transit,2016,62.1387714,2.63,7.41,524.0,5494.0
Kepler-1024 b,Transit,2016,66.4162133,3.91,14.5,376.0,5143.0
Kepler-1025 b,Transit,2016,37.3229493,1.98,4.58,1654.0,6089.0
Kepler-1026 b,Transit,2016,36.5156053,2.21,5.52,425.0,4948.0
Kepler-1027 b,Transit,2016,1.907805199,0.89,0.64,1268.0,5436.0
Kepler-1028 b,Transit,2016,2.51462432,1.33,2.33,1217.0,5522.0
Kepler-1029 b,Transit,2016,4.417696479,1.26,2.13,790.0,5030.0
Kepler-103 b,Transit,2014,15.9653287,3.4857,11.67,973.0,6047.0
Kepler-103 c,Transit,2014,179.60978,5.4539,58.47,434.0,6047.0
Kepler-1030 b,Transit,2016,19.32952416,2.48,6.71,529.0,4983.0
Kepler-1031 b,Transit,2016,1.22621732,0.87,0.59,2024.0,6011.0
Kepler-1032 b,Transit,2016,3.290117953,1.87,4.16,802.0,4647.0
Kepler-1033 b,Transit,2016,7.56052806,2.51,6.85,914.0,5547.0
Kepler-1034 b,Transit,2016,12.12400943,2.26,5.73,675.0,5198.0
Kepler-1035 b,Transit,2016,2.714077555,1.17,1.71,1301.0,5763.0
Kepler-1036 b,Transit,2016,122.8808058,3.01,9.32,326.0,5533.0
Kepler-1037 b,Transit,2016,1.063788673,1.28,2.18,1650.0,5105.0
Kepler-1038 b,Transit,2016,148.4603382,3.53,12.2,285.0,5335.0
Kepler-1038 c,Transit,2021,7.127659798,1.4162338,2.59,784.0,5159.0
Kepler-1039 b,Transit,2016,0.934884242,1.46,2.73,2080.0,4870.0
Kepler-104 b,Transit,2014,11.427548,3.1,19.6,852.0,5711.0
Kepler-104 c,Transit,2014,23.668205,3.13,7.14430805,668.0,5711.0
Kepler-104 d,Transit,2014,51.755394,3.58,5.54022107,515.0,5711.0
Kepler-1040 b,Transit,2016,201.1214,2.08,4.98,300.0,5694.0
Kepler-1041 b,Transit,2016,24.7576421,2.94,8.96,644.0,5957.0
Kepler-1042 b,Transit,2016,10.13202575,2.19,5.43,574.0,4815.0
Kepler-1043 b,Transit,2016,38.5053398,2.55,7.04,532.0,5629.0
Kepler-1044 b,Transit,2016,6.77408868,2.67,7.61,1058.0,5985.0
Kepler-1045 b,Transit,2016,26.41045478,2.69,7.7,512.0,5301.0
Kepler-1046 b,Transit,2016,14.37508035,1.71,3.57,786.0,5913.0
Kepler-1047 b,Transit,2016,56.1886887,2.09,5.02,503.0,5754.0
Kepler-1047 c,Transit,2016,3.18897601,0.99,0.937,1309.0,5754.0
Kepler-1048 b,Transit,2016,6.92101021,1.61,3.22,619.0,4651.0
Kepler-1049 b,Transit,2016,3.273460736,0.95,0.809,625.0,3864.0
Kepler-105 b,Transit,2013,5.4122034,2.53,10.8,1418.0,5933.0
Kepler-105 c,Transit,2014,7.12592,1.44,5.6,997.0,5933.0
Kepler-1050 b,Transit,2016,15.3787546,1.6,3.19,1039.0,6010.0
Kepler-1050 c,Transit,2016,21.1284569,1.48,2.79,935.0,6010.0
Kepler-1051 b,Transit,2016,25.96200249,3.4,11.5,850.0,6675.0
Kepler-1052 b,Transit,2016,34.8538276,2.93,8.91,522.0,5888.0
Kepler-1052 c,Transit,2023,180.921729,2.3,5.9,302.0,5818.0
Kepler-1053 b,Transit,2016,2.414351654,0.98,0.904,953.0,4529.0
Kepler-1054 b,Transit,2016,4.30655689,2.63,7.41,1177.0,6209.0
Kepler-1055 b,Transit,2016,2.295036233,1.23,2.04,1304.0,5723.0
Kepler-1056 b,Transit,2016,27.495606,3.01,9.32,590.0,6127.0
Kepler-1057 b,Transit,2016,14.08827448,3.36,11.2,724.0,5987.0
Kepler-1058 b,Transit,2016,110.96546,2.72,7.85,239.0,4644.0
Kepler-1059 b,Transit,2016,3.764191048,1.73,3.64,908.0,4906.0
Kepler-106 b,Transit,2014,6.16486,0.82,5.3,1021.0,5858.0
Kepler-106 c,Transit,2014,13.5708,2.5,10.44,785.0,5858.0
Kepler-106 d,Transit,2014,23.9802,0.95,8.1,649.0,5858.0
Kepler-106 e,Transit,2014,43.8445,2.56,11.17,531.0,5858.0
Kepler-1060 b,Transit,2016,46.8779367,2.38,6.26,484.0,5797.0
Kepler-1061 b,Transit,2016,2.757982666,1.98,4.58,1332.0,6067.0
Kepler-1062 b,Transit,2016,9.30412078,1.76,3.75,583.0,4597.0
Kepler-1063 b,Transit,2016,14.07971466,1.49,2.83,931.0,5945.0
Kepler-1064 b,Transit,2016,16.54080322,1.55,3.02,570.0,5153.0
Kepler-1065 b,Transit,2016,3.609308907,3.73,13.4,1092.0,5635.0
Kepler-1065 c,Transit,2016,2.37030743,1.6,3.19,1256.0,5635.0
Kepler-1066 b,Transit,2016,1.931559839,2.36,6.17,1290.0,5762.0
Kepler-1067 b,Transit,2016,0.762129261,0.8,0.437,1872.0,5592.0
Kepler-1067 c,Transit,2021,5.425839901,1.74682428,3.7,973.0,5594.0
Kepler-1068 b,Transit,2016,16.92344113,3.63,12.8,702.0,5806.0
Kepler-1069 b,Transit,2016,23.8990296,1.6,3.19,823.0,5722.0
Kepler-107 b,Transit,2014,3.1800218,1.536,3.8,1592.0,5854.0
Kepler-107 c,Transit,2014,4.901452,1.597,10.0,1378.0,5854.0
Kepler-107 d,Transit,2014,7.95839,0.86,7.7,1173.0,5854.0
Kepler-107 e,Transit,2014,14.749143,2.903,14.1,955.0,5854.0
Kepler-1070 b,Transit,2016,6.2216147,1.73,3.64,1101.0,6261.0
Kepler-1071 b,Transit,2016,6.1799844,2.38,6.26,814.0,5215.0
Kepler-1072 b,Transit,2016,1.569066502,1.58,3.12,1849.0,6199.0
Kepler-1073 b,Transit,2016,8.67888593,2.3,5.9,905.0,5792.0
Kepler-1073 c,Transit,2016,4.02582254,1.64,3.33,1169.0,5792.0
Kepler-1073 d,Transit,2021,2.504760027,1.48770949,2.82,1369.0,5509.0
Kepler-1074 b,Transit,2016,5.94566534,1.25,2.1,568.0,4002.0
Kepler-1075 b,Transit,2016,1.52372816,1.42,2.6,818.0,3959.0
Kepler-1076 b,Transit,2016,6.14727918,0.8,0.437,770.0,4868.0
Kepler-1077 b,Transit,2016,34.3511874,2.77,8.1,576.0,5816.0
Kepler-1078 b,Transit,2016,3.00725242,1.9,4.27,1122.0,5612.0
Kepler-1079 b,Transit,2016,13.24503188,1.63,3.29,887.0,5758.0
Kepler-108 b,Transit,2014,49.183921,8.65,56.0,669.0,5854.0
Kepler-108 c,Transit,2014,190.323494,8.18,50.9,426.0,5854.0
Kepler-1080 b,Transit,2016,77.2548396,3.28,10.8,548.0,5956.0
Kepler-1081 b,Transit,2016,3.856918547,1.01,1.01,972.0,5345.0
Kepler-1082 b,Transit,2016,1.543206604,1.12,1.46,1827.0,5923.0
Kepler-1083 b,Transit,2016,33.4177993,3.36,11.2,448.0,5049.0
Kepler-1084 b,Transit,2016,2.05333679,1.11,1.41,1737.0,6113.0
Kepler-1085 b,Transit,2016,219.3217528,7.22,41.2,313.0,6000.0
Kepler-1085 c,Transit,2020,56.7771,3.26817741,10.7,491.0,5816.0
Kepler-1086 b,Transit,2016,18.78425728,2.44,6.53,433.0,4350.0
Kepler-1086 c,Transit,2016,161.5163345,2.94,8.96,211.0,4350.0
Kepler-1087 b,Transit,2016,0.693842855,0.61,0.165,2161.0,5589.0
Kepler-1088 b,Transit,2016,23.12748644,1.42,2.6,667.0,5975.0
Kepler-1089 b,Transit,2016,5.132485618,1.83,4.01,584.0,3753.0
Kepler-109 b,Transit,2014,6.4816307,2.49,4.9,1276.0,5950.0
Kepler-109 c,Transit,2014,21.22265,2.65,8.2,859.0,5950.0
Kepler-1090 b,Transit,2016,198.680179,2.25,5.69,297.0,5321.0
Kepler-1090 c,Transit,2021,42.42720032,3.29265785,10.9,496.0,5330.0
Kepler-1091 b,Transit,2016,1.434741564,1.46,2.73,1664.0,5851.0
Kepler-1092 b,Transit,2016,58.6017925,2.07,4.94,508.0,5862.0
Kepler-1093 b,Transit,2016,25.0824626,1.95,4.46,776.0,6166.0
Kepler-1093 c,Transit,2016,89.722292,1.96,4.5,508.0,6166.0
Kepler-1094 b,Transit,2016,78.1000231,3.18,10.2,480.0,6112.0
Kepler-1095 b,Transit,2016,4.27103091,1.21,1.92,1108.0,5658.0
Kepler-1096 b,Transit,2016,2.892217506,1.24,2.07,794.0,4306.0
Kepler-1097 b,Transit,2016,187.747029,3.26,10.7,267.0,5211.0
Kepler-1098 b,Transit,2016,2.543072855,1.3,2.24,1319.0,5794.0
Kepler-1099 b,Transit,2016,2.168452593,2.83,8.4,1558.0,5837.0
Kepler-11 b,Transit,2010,10.3039,1.8,1.9,849.0,5663.0
Kepler-11 c,Transit,2010,13.0241,2.87,2.9,786.0,5663.0
Kepler-11 d,Transit,2010,22.6845,3.12,7.3,653.0,5663.0
Kepler-11 e,Transit,2010,31.9996,4.19,8.0,582.0,5663.0
Kepler-11 f,Transit,2010,46.6888,2.49,2.0,513.0,5663.0
Kepler-11 g,Transit,2010,118.3807,3.33,25.0,376.0,5663.0
Kepler-110 b,Transit,2014,12.691112,1.83,4.01,1008.0,5960.0
Kepler-110 c,Transit,2014,31.719775,2.21,5.52,743.0,5960.0
Kepler-1100 b,Transit,2016,6.42200058,1.75,3.71,1000.0,6247.0
Kepler-1101 b,Transit,2016,81.3151059,2.47,6.66,393.0,5614.0
Kepler-1102 b,Transit,2016,51.3285623,2.66,7.56,546.0,5724.0
Kepler-1103 b,Transit,2016,19.79191978,2.27,5.77,736.0,6092.0
Kepler-1104 b,Transit,2016,5.03728015,1.23,2.04,1321.0,6417.0
Kepler-1105 b,Transit,2016,4.421572182,2.01,4.7,729.0,4299.0
Kepler-1106 b,Transit,2016,1.252752174,1.65,3.36,2199.0,6104.0
Kepler-1107 b,Transit,2016,0.571038518,1.34,2.36,1897.0,5268.0
Kepler-1108 b,Transit,2016,4.51005748,1.46,2.73,1063.0,5406.0
Kepler-1109 b,Transit,2016,37.6467384,2.19,5.43,787.0,5893.0
Kepler-111 b,Transit,2014,3.341815,1.58,3.12,1356.0,5952.0
Kepler-111 c,Transit,2014,224.77833,7.0840758,222.4798849,352.2,5914.0
Kepler-1110 b,Transit,2016,9.69312032,2.66,7.56,609.0,4781.0
Kepler-1111 b,Transit,2016,8.79617863,2.0,4.66,938.0,6077.0
Kepler-1112 b,Transit,2016,14.36267939,3.02,9.38,918.0,6496.0
Kepler-1113 b,Transit,2016,42.3004954,2.81,8.3,558.0,5931.0
Kepler-1114 b,Transit,2016,14.97435694,1.35,2.39,631.0,5374.0
Kepler-1115 b,Transit,2016,23.5540725,1.7,3.53,1381.0,8480.0
Kepler-1116 b,Transit,2016,41.6977827,2.54,6.99,488.0,5641.0
Kepler-1117 b,Transit,2016,4.79028459,1.11,1.41,938.0,5612.0
Kepler-1118 b,Transit,2016,38.6715075,2.74,7.95,502.0,5688.0
Kepler-1119 b,Transit,2016,8.3265153,1.92,4.35,938.0,6083.0
Kepler-112 b,Transit,2014,8.408878,2.36,6.17,809.0,5544.0
Kepler-112 c,Transit,2014,28.574263,2.4,6.35,538.0,5544.0
Kepler-1120 b,Transit,2016,2.949029052,1.38,2.48,1027.0,4904.0
Kepler-1121 b,Transit,2016,13.15141081,1.91,4.31,1008.0,6231.0
Kepler-1122 b,Transit,2016,42.1917357,2.04,4.82,526.0,5544.0
Kepler-1123 b,Transit,2016,4.33946454,1.67,3.43,1061.0,5500.0
Kepler-1124 b,Transit,2016,2.852348975,1.28,2.18,621.0,3658.0
Kepler-1125 b,Transit,2016,17.6700642,1.84,4.04,778.0,5683.0
Kepler-1126 b,Transit,2016,108.593329,1.73,3.64,374.0,5798.0
Kepler-1126 c,Transit,2023,199.66876,1.45,2.7,305.0,5678.0
Kepler-1127 b,Transit,2016,5.12330347,1.96,4.5,994.0,5664.0
Kepler-1128 b,Transit,2016,61.6178167,3.65,12.9,424.0,5543.0
Kepler-1129 b,Transit,2016,24.3397804,2.96,9.06,737.0,5831.0
Kepler-1129 c,Transit,2016,76.5369586,2.73,7.9,503.0,5831.0
Kepler-113 b,Transit,2014,4.754,1.82,11.7,775.0,4725.0
Kepler-113 c,Transit,2014,8.92507,2.18,8.7,628.0,4725.0
Kepler-1130 b,Transit,2016,5.45298175,0.8,0.437,904.0,5403.0
Kepler-1130 c,Transit,2021,3.266639948,0.79239584,0.422,1072.0,5450.0
Kepler-1130 d,Transit,2021,4.272250175,0.64472273,0.202,981.0,5450.0
Kepler-1131 b,Transit,2016,3.53232449,1.59,3.15,1159.0,5851.0
Kepler-1132 b,Transit,2016,62.8916228,2.35,6.12,384.0,5298.0
Kepler-1133 b,Transit,2016,11.55562343,1.97,4.54,703.0,5569.0
Kepler-1134 b,Transit,2016,17.13263989,2.64,7.46,611.0,5281.0
Kepler-1135 b,Transit,2016,76.957857,1.85,4.08,451.0,5656.0
Kepler-1136 b,Transit,2016,2.361724329,1.64,3.33,922.0,4512.0
Kepler-1137 b,Transit,2016,23.9210791,2.2,5.48,1020.0,6807.0
Kepler-1138 b,Transit,2016,3.17060005,1.7,3.53,1080.0,5582.0
Kepler-1139 b,Transit,2016,0.813166719,1.19,1.81,1693.0,5550.0
Kepler-114 b,Transit,2014,5.188549,1.26,1.09,586.0,4605.0
Kepler-114 c,Transit,2013,8.041,1.6,2.8,507.0,4660.0
Kepler-114 d,Transit,2013,11.776,2.53,3.9,446.0,4660.0
Kepler-1140 b,Transit,2016,24.0862707,2.77,8.1,500.0,4850.0
Kepler-1141 b,Transit,2016,2.344511944,0.82,0.477,1471.0,5791.0
Kepler-1142 b,Transit,2016,18.3027248,1.47,2.76,902.0,5685.0
Kepler-1143 b,Transit,2016,2.888904849,1.67,3.43,976.0,5053.0
Kepler-1143 c,Transit,2016,210.630591,3.6,12.6,234.0,5053.0
Kepler-1144 b,Transit,2016,17.14647302,1.99,4.62,811.0,5753.0
Kepler-1145 b,Transit,2016,3.97076766,1.4,2.54,958.0,5064.0
Kepler-1146 b,Transit,2016,2.352265797,1.23,2.04,1019.0,4692.0
Kepler-1147 b,Transit,2016,10.62784997,2.61,7.32,872.0,5941.0
Kepler-1148 b,Transit,2016,1.104463509,1.69,3.5,1397.0,5054.0
Kepler-1149 b,Transit,2016,3.73089898,1.44,2.67,1128.0,5833.0
Kepler-115 b,Transit,2014,2.403679,1.09,1.32,1489.0,5979.0
Kepler-115 c,Transit,2014,8.990889,2.6,7.27,960.0,5979.0
Kepler-1150 b,Transit,2016,2.787868386,1.02,1.04,1432.0,4754.0
Kepler-1151 b,Transit,2016,65.6478424,2.22,5.56,485.0,5470.0
Kepler-1152 b,Transit,2016,1.646801908,0.87,0.59,806.0,3964.0
Kepler-1153 b,Transit,2016,1.755835327,1.73,3.64,1343.0,5470.0
Kepler-1154 b,Transit,2016,5.1856142,2.34,6.08,1314.0,6327.0
Kepler-1154 c,Transit,2016,8.45808312,2.36,6.17,1117.0,6327.0
Kepler-1155 b,Transit,2016,33.469743,2.03,4.78,609.0,5842.0
Kepler-1156 b,Transit,2016,11.89520511,1.32,2.3,787.0,5778.0
Kepler-1157 b,Transit,2016,4.45743164,1.09,1.32,732.0,4679.0
Kepler-1158 b,Transit,2016,13.5396293,2.34,6.08,1079.0,6203.0
Kepler-1159 b,Transit,2016,22.70816791,2.37,6.21,677.0,6217.0
Kepler-116 b,Transit,2014,5.968734,3.42,11.6,1251.0,6142.0
Kepler-116 c,Transit,2014,13.07163,2.3,5.9,964.0,6142.0
Kepler-1160 b,Transit,2016,7.97034958,2.14,5.22,839.0,5519.0
Kepler-1161 b,Transit,2016,10.71252541,2.13,5.18,485.0,4253.0
Kepler-1162 b,Transit,2016,32.5637069,2.21,5.52,490.0,5390.0
Kepler-1162 c,Transit,2023,59.284064,1.81,3.93,401.0,5225.0
Kepler-1163 b,Transit,2016,6.11786898,1.03,1.08,1211.0,6302.0
Kepler-1164 b,Transit,2016,3.97599768,1.12,1.46,936.0,5183.0
Kepler-1165 b,Transit,2016,9.478522,1.55,3.02,946.0,6080.0
Kepler-1165 c,Transit,2021,29.96870041,3.36093385,11.2,644.0,6249.0
Kepler-1166 b,Transit,2016,33.2406882,1.69,3.5,486.0,5446.0
Kepler-1167 b,Transit,2016,1.003933739,1.71,3.57,1419.0,4971.0
Kepler-1168 b,Transit,2016,55.8226539,2.5,6.8,379.0,5157.0
Kepler-1169 b,Transit,2016,6.11009134,0.94,0.779,1125.0,6191.0
Kepler-117 b,Transit,2014,18.7959228,8.059,29.875,984.0,6150.0
Kepler-117 c,Transit,2014,50.790391,12.341,584.78,704.0,6150.0
Kepler-1170 b,Transit,2016,9.98969327,2.41,6.39,705.0,5069.0
Kepler-1171 b,Transit,2016,1.44259224,2.56,7.08,2700.0,7044.0
Kepler-1172 b,Transit,2016,26.0204423,3.2,10.3,675.0,5558.0
Kepler-1173 b,Transit,2016,0.7698536,0.89,0.64,1650.0,5252.0
Kepler-1174 b,Transit,2016,6.89225223,1.59,3.15,1156.0,5936.0
Kepler-1175 b,Transit,2016,37.94563,2.99,9.22,515.0,5453.0
Kepler-1176 b,Transit,2016,24.1738579,2.45,6.57,595.0,5844.0
Kepler-1177 b,Transit,2016,106.247547,1.9,4.27,377.0,5712.0
Kepler-1178 b,Transit,2016,31.80634,1.07,1.24,378.0,4990.0
Kepler-1179 b,Transit,2016,2.685057492,1.32,2.3,1137.0,5212.0
Kepler-118 b,Transit,2014,7.518496,1.96,4.5,784.0,5274.0
Kepler-118 c,Transit,2014,20.17202,7.68,45.7,564.0,5274.0
Kepler-1180 b,Transit,2016,16.8601286,1.99,4.62,765.0,6077.0
Kepler-1181 b,Transit,2016,4.89337519,1.57,3.09,1374.0,6176.0
Kepler-1181 c,Transit,2023,8.93484887,1.83,4.01,1124.0,6688.0
Kepler-1182 b,Transit,2016,11.17394617,2.41,6.39,796.0,5924.0
Kepler-1183 b,Transit,2016,28.5057189,2.82,8.35,555.0,5765.0
Kepler-1184 b,Transit,2016,53.5991044,2.68,7.65,529.0,5983.0
Kepler-1185 b,Transit,2016,104.3518976,1.33,2.33,355.0,5622.0
Kepler-1186 b,Transit,2016,16.07677615,2.23,5.6,724.0,5635.0
Kepler-1187 b,Transit,2016,18.87064068,2.61,7.32,701.0,5975.0
Kepler-1188 b,Transit,2016,17.1369543,2.08,4.98,775.0,5913.0
Kepler-1189 b,Transit,2016,3.78858982,1.77,3.78,1158.0,6012.0
Kepler-119 b,Transit,2014,2.422082,3.6,12.6,1213.0,5595.0
Kepler-119 c,Transit,2014,4.125103,0.92,0.721,1016.0,5595.0
Kepler-1190 b,Transit,2016,10.45843441,1.33,2.33,609.0,4730.0
Kepler-1191 b,Transit,2016,5.60014851,1.51,2.89,952.0,5308.0
Kepler-1192 b,Transit,2016,25.2034787,2.36,6.17,600.0,5438.0
Kepler-1193 b,Transit,2016,2.832652134,1.32,2.3,1453.0,5908.0
Kepler-1194 b,Transit,2016,16.22371307,1.51,2.89,676.0,5590.0
Kepler-1195 b,Transit,2016,8.49642241,2.08,4.98,702.0,4965.0
Kepler-1196 b,Transit,2016,66.1849031,2.23,5.6,436.0,5756.0
Kepler-1197 b,Transit,2016,2.03231845,1.25,2.1,1011.0,4708.0
Kepler-1198 b,Transit,2016,7.6847716,1.47,2.76,830.0,5517.0
Kepler-1199 b,Transit,2016,15.0447198,1.15,1.6,931.0,5889.0
Kepler-12 b,Transit,2011,4.4379629,19.660586,137.30256,1480.0,5947.0
Kepler-120 b,Transit,2014,6.312501,2.15,8.5,575.0,4096.0
Kepler-120 c,Transit,2014,12.794585,1.53,2.96,455.0,4096.0
Kepler-1200 b,Transit,2016,1.118549717,1.06,1.2,1174.0,4612.0
Kepler-1201 b,Transit,2016,15.18725932,2.29,5.86,789.0,6177.0
Kepler-1202 b,Transit,2016,28.6851324,2.94,8.96,547.0,5834.0
Kepler-1203 b,Transit,2016,0.588000765,1.06,1.2,1188.0,4105.0
Kepler-1204 b,Transit,2016,85.7350285,3.05,9.53,448.0,5825.0
Kepler-1205 b,Transit,2016,1.078390352,1.41,2.57,1667.0,5226.0
Kepler-1206 b,Transit,2016,1.216997663,1.64,3.33,1314.0,4877.0
Kepler-1207 b,Transit,2016,13.68237119,1.62,3.26,802.0,5909.0
Kepler-1208 b,Transit,2016,11.08507637,2.32,5.99,665.0,5001.0
Kepler-1209 b,Transit,2016,25.369116,1.51,2.89,755.0,6210.0
Kepler-121 b,Transit,2014,3.177422,2.34,6.08,997.0,5311.0
Kepler-121 c,Transit,2014,41.008011,2.27,5.77,425.0,5311.0
Kepler-1210 b,Transit,2016,8.07124073,1.7,3.53,856.0,5568.0
Kepler-1211 b,Transit,2016,11.01816836,2.55,7.04,840.0,5705.0
Kepler-1212 b,Transit,2016,12.94130146,2.14,5.22,795.0,6051.0
Kepler-1213 b,Transit,2016,5.34982412,1.19,1.81,1156.0,6050.0
Kepler-1214 b,Transit,2016,18.82634264,2.36,6.17,591.0,5130.0
Kepler-1215 b,Transit,2016,4.76703963,1.22,1.98,1046.0,5616.0
Kepler-1216 b,Transit,2016,4.37034536,1.39,2.51,1191.0,5743.0
Kepler-1217 b,Transit,2016,2.032325072,1.99,4.62,1542.0,5905.0
Kepler-1218 b,Transit,2016,22.9221266,1.44,2.67,684.0,5986.0
Kepler-1219 b,Transit,2016,16.10467749,2.12,5.14,1159.0,5944.0
Kepler-122 b,Transit,2014,5.766193,2.34,6.08,1159.0,6050.0
Kepler-122 c,Transit,2014,12.465988,5.87,29.0,897.0,6050.0
Kepler-122 d,Transit,2014,21.587475,2.2,5.48,747.0,6050.0
Kepler-122 e,Transit,2014,37.993273,2.6,27.7,618.0,6050.0
Kepler-122 f,Transit Timing Variations,2014,56.268,1.75,36.0,543.0,5917.0
Kepler-1220 b,Transit,2016,7.42693741,1.52,2.92,899.0,5842.0
Kepler-1221 b,Transit,2016,12.00096042,1.88,4.19,632.0,5194.0
Kepler-1222 b,Transit,2016,1.916944254,0.79,0.418,1246.0,5239.0
Kepler-1223 b,Transit,2016,16.301259,1.22,1.98,557.0,4870.0
Kepler-1224 b,Transit,2016,13.32351601,1.33,2.33,872.0,6155.0
Kepler-1225 b,Transit,2016,7.01075434,1.82,3.97,1453.0,6140.0
Kepler-1226 b,Transit,2016,17.2923453,1.45,2.7,809.0,5923.0
Kepler-1227 b,Transit,2016,94.2887577,2.29,5.86,369.0,5747.0
Kepler-1228 b,Transit,2016,0.577369579,1.54,2.99,1757.0,5063.0
Kepler-1229 b,Transit,2016,86.828989,1.4,2.54,212.0,3784.0
Kepler-123 b,Transit,2014,17.232366,2.94,55.3,817.0,6089.0
Kepler-123 c,Transit,2014,26.695074,1.48,2.79,706.0,6089.0
Kepler-1230 b,Transit,2016,9.95661537,2.71,7.8,946.0,5961.0
Kepler-1231 b,Transit,2016,10.41725184,1.42,2.6,870.0,5778.0
Kepler-1232 b,Transit,2016,26.7839183,1.93,4.38,523.0,5471.0
Kepler-1233 b,Transit,2016,45.1263042,2.6,7.27,604.0,6198.0
Kepler-1234 b,Transit,2016,11.94014029,2.81,8.3,625.0,4967.0
Kepler-1235 b,Transit,2016,4.16055856,0.79,0.418,985.0,5541.0
Kepler-1236 b,Transit,2016,31.0571618,2.14,5.22,480.0,5337.0
Kepler-1237 b,Transit,2016,84.5733226,2.86,8.55,366.0,5472.0
Kepler-1238 b,Transit,2016,4.14787559,1.93,4.38,1389.0,6386.0
Kepler-1239 b,Transit,2016,5.19104016,2.9,8.75,1183.0,6564.0
Kepler-124 b,Transit,2014,3.410493,0.73,0.315,892.0,4984.0
Kepler-124 c,Transit,2014,13.821375,1.75,3.71,560.0,4984.0
Kepler-124 d,Transit,2014,30.950851,1.11,1.41,428.0,4984.0
Kepler-1240 b,Transit,2016,4.8663815,1.15,1.6,1121.0,5682.0
Kepler-1241 b,Transit,2016,18.5525701,2.63,7.41,612.0,5261.0
Kepler-1242 b,Transit,2016,13.62798432,2.26,5.73,639.0,4895.0
Kepler-1243 b,Transit,2016,16.8320729,1.75,3.71,690.0,5667.0
Kepler-1244 b,Transit,2016,3.70428172,1.35,2.39,1839.0,6680.0
Kepler-1245 b,Transit,2016,4.35409304,1.44,2.67,1043.0,5306.0
Kepler-1245 c,Transit,2016,2.936584681,1.44,2.67,1190.0,5306.0
Kepler-1246 b,Transit,2016,11.32271513,1.36,2.42,554.0,4611.0
